Artists_Id,Popularities,Followers,Num_Albums,Page_rank,Closeness_centralities,Degree_centralities
5K4W6rqBFWDnAN6FQUkS6x,0.95,0.17691653521973055,0.02662993572084481,0.004363516227772834,0.5141898864809081,0.05519317611640742
74V3dE1a51skRkdII8y2C6,0.66,0.0024359194160871603,0.0,0.00053905191400646,0.36969022444815436,0.007526342197691921
2c9O21YLFy4tFI9zCVhbFg,0.54,0.0010829693492860814,0.0009182736455463728,0.0001092107037677696,0.3396387184730743,0.0005017561465127947
7c0XG5cIJTrrAgEC3ULPiq,0.87,0.04444258990921816,0.018365472910927456,0.004241587350571854,0.4263101604278075,0.07225288509784245
028lPW2NdWHdSPCkRkcyhd,0.59,0.0003833918484210217,0.0018365472910927456,0.00027474357024830824,0.35318093212830054,0.003512293025589563
2ndyVAdV9UqF1XjyTJt484,0.56,0.004513596642045281,0.020202020202020204,0.001611775055601969,0.3518714689265537,0.0095333667837431
2J257euzcjnDLipsyJH3F2,0.56,0.003340885793003404,0.008264462809917356,0.0015801419717929837,0.3881207400194742,0.018564977420973405
6I3M904Y9IwgDjrQ9pANiB,0.67,0.009146837813980466,0.04315886134067952,0.0024943494023310303,0.34666898591059314,0.016056196688409432
2hPgGN4uhvXAxiXQBIXOmE,0.66,0.00946519489310693,0.0018365472910927456,0.00034496953436984165,0.3510038746037337,0.0030105368790767683
0ONHkAv9pCAFxb0zJwDNTy,0.77,0.02456186065123139,0.010101010101010102,0.002946106874241227,0.408234330192544,0.04264927245358755
52lBOxCxbJg0ttXEW9CQpW,0.64,0.0017080485496436214,0.023875114784205693,0.0017123948363361495,0.3428522277653535,0.007024586051179126
6r2niOTnexy9xss5g8GWXH,0.5,0.00019241433154574143,0.0009182736455463728,0.00028406005596572385,0.3464881780250348,0.0030105368790767683
2HPaUgqeutzr3jx5a9WyDV,0.81,0.03886954230538751,0.010101010101010102,0.0007349900606167354,0.37210604929051533,0.012543903662819869
2mxe0TnaNL039ysAj51xPQ,0.7,0.026003850015129767,0.03213957759412305,0.003104020998627858,0.42002107481559536,0.04264927245358755
4ULO7IGI3M2bo0Ap7B9h8a,0.66,0.014749021426579797,0.010101010101010102,0.0009588658730252089,0.3761796904492261,0.012543903662819869
3nFkdlSjzX9mRTtwJOzDYB,0.87,0.07563868842803509,0.047750229568411386,0.003671754031764307,0.4340156794425087,0.05067737079779227
0c173mlxpT3dSFRgMO8XPh,0.84,0.1002944389762663,0.021120293847566574,0.0029968543955928954,0.4175570919756966,0.047165077772202704
17lzZA2AlOHwCwFALHttmp,0.83,0.07483012907457144,0.03948576675849403,0.006442195857061834,0.4398587508276319,0.09282488710486703
